Date,Country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2000-04-30,Pakistan,0.0,0.0,0.0,0.0,0.0,,,,,
2001-04-30,Pakistan,0.0,0.0,0.0,0.0,0.0,,,,,
2002-04-30,Pakistan,0.0,0.0,0.0,0.0,0.0,,,,,
2003-04-30,Pakistan,0.0,0.0,0.0,0.0,0.0,,,,,
2004-05-31,Pakistan,110.0,57.76,1.904432132964,37.931034482759,-34.329926449518,,,,,
2005-06-30,Pakistan,130.0,59.62,2.180476350218,42.483660130719,-28.742602934051,,,,,
2006-01-31,Pakistan,0.0,0.0,0.0,0.0,0.0,,,,,
2006-05-31,Pakistan,130.0,60.055,2.1646823744901,41.935483870968,-30.171536306773,,,,,
2007-01-31,Pakistan,140.0,60.055,2.331196403297,43.478260869565,-27.602596170901,,,,,
2007-06-30,Pakistan,140.0,60.37,2.319032632102,41.055718475073,-31.993177944222,,,,,
2008-06-30,Pakistan,140.0,70.9,1.9746121297602,39.21568627451,-44.688735861058,,,,,
2009-07-31,Pakistan,190.0,82.6,2.3002421307506,53.221288515406,-35.56744731791,,,,,
2010-01-31,Pakistan,200.0,82.6,2.4213075060533,56.022408963585,-32.176260334642,,,,,
2010-07-31,Pakistan,210.0,85.525,2.4554223911137,56.25,-34.229757380883,,,,,
2011-07-31,Pakistan,205.13,86.345,2.3757021251954,50.462484624846,-41.557143291625,15.599692642592,-15.19212059146,6.3332861237576,9.5844643513872,11.881989391226
2012-01-31,Pakistan,260.0,90.05,2.8872848417546,61.945764101,-31.209590115491,24.925118086122,6.4531115143758,22.259693172166,20.570501430796,25.371066191577
2012-07-31,Pakistan,285.0,94.605,3.012525765023,65.857885615251,-30.386464124252,21.978226977205,9.841074777349,13.67154742836,23.681682716441,29.641954494252
2013-01-31,Pakistan,290.0,97.665,2.9693339476783,66.401125766213,-32.011338999424,17.892592966954,-2.2137329291094,10.841327079773,43.289574610251,23.023099566344
2013-07-31,Pakistan,300.0,100.035,2.9989503673714,65.837600585223,-34.185434512697,14.68666094851,3.8516066350791,18.809259465332,59.846919760989,22.614499450042
2014-01-31,Pakistan,320.0,105.415,3.0356211165394,69.201657956389,-34.353120565016,20.341411563716,3.2927595429889,9.235136091948,82.693438177561,18.9101041862
2014-07-31,Pakistan,300.0,98.68,3.0401297122011,62.565172054223,-36.597920496328,12.019869679582,-5.3912140524393,-2.8650227019013,40.826191862599,19.66460807121
2015-01-31,Pakistan,300.0,100.735,2.9781108849953,62.630480167015,-37.826495094044,10.756861280988,9.2754759690068,7.4135384427379,48.04687403373,16.784460296068
2015-07-31,Pakistan,350.0,101.7,3.4414945919371,73.068893528184,-28.152513738266,23.620262022339,29.332068375202,21.994673137833,69.853069592143,36.323687793344
2016-01-31,Pakistan,300.0,104.885,2.860275539877,60.851926977688,-41.982240570446,5.8984078147002,14.563080626222,14.553335683082,41.514163606912,16.937855117529
2016-07-31,Pakistan,375.0,104.82,3.5775615340584,74.404761904762,-29.016636229,28.979105569727,26.868434013775,48.554662463872,51.333686291288,41.072396121793
2017-01-31,Pakistan,375.0,104.775,3.579098067287,74.110671936759,-29.266836614881,30.273420964811,32.728427502257,58.910249662449,62.695503796946,39.294460853372
2017-07-31,Pakistan,375.0,105.15,3.5663338088445,70.754716981132,-32.71068285199,21.468571961992,19.645825132933,41.120431976705,64.9983463491,34.322029484891
2018-01-31,Pakistan,375.0,110.505,3.3935116058097,71.022727272727,-35.728946859665,18.569769040174,5.7983553286429,21.554616156016,54.568761899887,17.749822966362
2018-07-31,Pakistan,375.0,121.49,3.0866738003128,68.058076225045,-44.0,6.7,1.5,16.5,38.8,10.8
2019-01-31,Pakistan,460.0,138.88,3.3122119815668,82.437275985663,-40.6,16.6,13.6,32.8,48.4,21.3
2019-07-31,Pakistan,480.0,157.45,3.0485868529692,83.623693379791,-46.9,-3.0,0.5,14.8,29.3,10.0
2020-01-31,Pakistan,520.0,154.875,3.35754640839387,91.71075837742515,-40.784,9.4,12.4,19.3,44.1,19.400000000000002
2020-07-31,Pakistan,550.0,166.5,3.3033033033033,96.32224168126085,-42.149,11.799999999999999,9.700000000000001,25.4,43.1,19.6
2021-01-31,Pakistan,550.0,160.35,3.42999688182102,97.17314487632517,-39.4,14.099999999999998,1.3,21.099999999999998,41.099999999999994,11.4
2021-07-31,Pakistan,580.0,161.1,3.60024829298572,102.65486725663706,-36.279,16.508,6.703,15.329,54.081999999999994,16.948
2022-01-31,Pakistan,590.0,176.52,3.34239746204396,101.54905335628226,-42.472,1.825,-1.625,3.0700000000000003,46.298,-2.798
