Date,Country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2000-04-30,Czech Republic,54.37,39.1,1.39,21.661354581673,-44.600116159403,,,,,
2001-04-30,Czech Republic,56.0,39.0,1.43,22.047244094488,-43.468604885928,,,,,
2002-04-30,Czech Republic,56.28,34.0,1.66,22.602409638554,-33.522324592488,,,,,
2003-04-30,Czech Republic,56.57,28.9,1.91,20.874538745387,-27.769762126687,,,,,
2004-05-31,Czech Republic,56.42,26.5,2.13,19.455172413793,-26.58425504229,,,,,
2005-06-30,Czech Republic,56.42,24.5409,2.2990191883753,18.437908496732,-24.868653974663,,,,,
2006-01-31,Czech Republic,62.0,23.8375,2.6009438909282,19.68253968254,-17.430352668947,,,,,
2006-05-31,Czech Republic,59.05,22.1078,2.6710029944183,19.048387096774,-13.838613083282,,,,,
2007-01-31,Czech Republic,52.1,21.50115,2.4231262048774,16.180124223602,-24.7476333889,,,,,
2007-06-30,Czech Republic,52.9,21.11675,2.5051203428558,15.513196480938,-26.53606032681,,,,,
2008-06-30,Czech Republic,66.08,14.49795,4.5578857700571,18.509803921569,27.671870309724,,,,,
2009-07-31,Czech Republic,67.92,18.66155,3.6395690604478,19.025210084034,1.9487131778101,,,,,
2010-01-31,Czech Republic,67.64,18.21005,3.7144324150675,18.893854748603,3.755095392947,,,,,
2010-07-31,Czech Republic,67.64,19.7476,3.4252263566206,18.117857142857,-8.2528654476638,,,,,
2011-07-31,Czech Republic,69.32,17.0219,4.0724008483189,17.052890528905,0.18206268927257,45.209088403542,6.5303425712939,33.569209329324,37.653135643308,40.53914259534
2012-01-31,Czech Republic,70.22,20.36535,3.4480134149425,16.730121366047,-17.850067069571,14.383983129188,-2.5293624047999,11.943465777187,10.3968074061,14.792302299523
2012-07-31,Czech Republic,70.33,21.048,3.3414101102242,16.251877527441,-22.786594795511,5.6604043224269,-4.8530818999897,-1.5350365481132,7.1359776818156,12.298905046161
2013-01-31,Czech Republic,70.33,18.89495,3.7221585661777,16.103417845303,-14.773958939809,13.713506800812,-5.6800850184998,6.9121959530557,38.210209877185,18.662145917137
2013-07-31,Czech Republic,70.45,20.1828,3.4905959529897,15.460863204097,-23.395845947557,2.4390814049929,-7.2388794115613,6.1214207596489,42.776600960463,9.5202928284267
2014-01-31,Czech Republic,70.45,20.2838,3.4732150780426,15.235177509461,-24.889924425102,2.7471538263912,-11.808936624474,-6.7353524821862,55.983136242037,1.5251076713758
2014-07-31,Czech Republic,70.45,20.3877,3.4555148447348,14.692387904067,-27.935039734415,0.64707719329231,-14.99635011481,-12.726629782249,26.5288438897,7.5156852110085
2015-01-31,Czech Republic,70.45,24.13325,2.9192089751691,14.707724425887,-39.0561800591,-14.232615087478,-15.379763379575,-16.821601931621,14.643852159489,-9.5649908983715
2015-07-31,Czech Republic,70.0,24.70225,2.833749962048,14.613778705637,-40.840293067892,-18.342665948784,-14.56973364981,-19.416448291585,12.196403861398,-9.9514211414369
2016-01-31,Czech Republic,75.0,25.1442,2.9827952370726,15.212981744422,-39.497054014755,-13.936197725741,-6.8944045296917,-6.9023242602802,15.008782917526,-4.9644215725976
2016-07-31,Czech Republic,75.0,24.54655,3.0554191933286,14.880952380952,-39.376603306972,-10.99327363397,-12.449819365151,2.5155519098537,4.4333184525733,-2.6478583182248
2017-01-31,Czech Republic,75.0,25.81175,2.9056534330295,14.822134387352,-42.576019110088,-15.036997251948,-13.435866908992,3.6396517322691,6.108356054682,-9.1535666091834
2017-07-31,Czech Republic,75.0,22.8561,3.2813997138619,14.150943396226,-38.086797851661,-10.545926264173,-11.88826631654,3.926450470052,21.511054276824,-1.0801515502536
2018-01-31,Czech Republic,79.0,20.747,3.807779437991,14.962121212121,-27.882965189564,5.8669818318296,-5.5361863982386,8.5320520090061,38.009278758731,5.1348794013192
2018-07-31,Czech Republic,75.0,22.06475,3.3990867786855,13.611615245009,-38.3,-8.9,-13.4,-0.6,18.4,-5.5
2019-01-31,Czech Republic,85.0,22.31165,3.8096689397691,15.232974910394,-31.7,2.2,-0.4,16.4,30.1,6.3
2019-07-31,Czech Republic,85.0,22.7993,3.7281846372476,14.808362369338,-35.0,-6.4,-3.0,10.8,24.8,6.2
2020-01-31,Czech Republic,85.0,22.63095,3.75591833307926,14.991181657848337,-33.757999999999996,-5.7,-3.1,2.8000000000000003,24.2,2.9000000000000004
2020-07-31,Czech Republic,89.0,23.4134,3.80124202379834,15.586690017513146,-33.428000000000004,-3.1,-5.0,8.7,24.0,3.6999999999999997
2021-01-31,Czech Republic,89.0,21.5909,4.12210699878189,15.724381625441678,-27.200000000000003,5.0,-6.800000000000001,11.4,29.7,2.5
2021-07-31,Czech Republic,89.0,21.80065,4.08244708299982,15.752212389380535,-27.744000000000003,2.881,-5.777,1.8399999999999999,36.059999999999995,3.2689999999999997
2022-01-31,Czech Republic,89.0,21.6802,4.10512818147434,15.318416523235799,-29.343999999999998,-1.4409999999999998,-4.78,-0.23700000000000002,41.605,-5.9159999999999995
