Date,Country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2000-04-30,Malaysia,4.52,3.8,1.19,1.800796812749,-52.610610190816,,,,,
2001-04-30,Malaysia,4.52,3.8,1.19,1.7795275590551,-53.170327393286,,,,,
2002-04-30,Malaysia,5.04,3.8,1.33,2.0240963855422,-46.734305643627,,,,,
2003-04-30,Malaysia,5.04,3.8,1.33,1.859778597786,-51.058457953001,,,,,
2004-05-31,Malaysia,5.04,3.8,1.33,1.7379310344828,-54.26497277677,,,,,
2005-06-30,Malaysia,5.25,3.8,1.3815789473684,1.7156862745098,-54.85036119711,,,,,
2006-01-31,Malaysia,5.5,3.7488,1.4671361502347,1.7460317460317,-53.424249198897,,,,,
2006-05-31,Malaysia,5.5,3.6295,1.5153602424576,1.7741935483871,-51.117411533625,,,,,
2007-01-31,Malaysia,5.5,3.502,1.5705311250714,1.7080745341615,-51.22574145741,,,,,
2007-06-30,Malaysia,5.5,3.4345,1.6013975833455,1.6129032258065,-53.03819403679,,,,,
2008-06-30,Malaysia,5.5,3.238,1.6985793699815,1.5406162464986,-52.420745938894,,,,,
2009-07-31,Malaysia,6.77,3.602,1.8795113825652,1.8963585434174,-47.352622337108,,,,,
2010-01-31,Malaysia,7.05,3.3875,2.0811808118081,1.9692737430168,-41.866457770723,,,,,
2010-07-31,Malaysia,7.05,3.2135,2.193869612572,1.8883928571429,-41.235635377537,,,,,
2011-07-31,Malaysia,7.2,2.973,2.4217961654894,1.7712177121771,-40.423218561146,1.9424545148201,-25.211536540729,-6.2291954564536,-3.3621195930737,-1.3360299338688
2012-01-31,Malaysia,7.35,3.13955,2.3410998391489,1.7511591005475,-44.222608318151,-10.371191739328,-23.624122459534,-12.283528203012,-13.495456156512,-10.051241693649
2012-07-31,Malaysia,7.4,3.1735,2.3318103040807,1.7099942229925,-46.116457444699,-15.697512846565,-24.0858305223,-21.438486160475,-14.520208018219,-10.400901258056
2013-01-31,Malaysia,7.95,3.083,2.5786571521246,1.820306723591,-40.956642115115,-10.064469615299,-25.402779156569,-15.443597527304,9.3098689820435,-6.1506119203745
2013-07-31,Malaysia,7.3,3.1805,2.2952365980192,1.6020482809071,-49.629043203676,-23.004487297246,-30.278659856855,-20.236758392724,7.3140977264909,-17.682089862342
2014-01-31,Malaysia,7.4,3.3235,2.2265683767113,1.6002883402415,-51.849305243223,-23.714931096397,-34.522163429933,-30.755258932154,15.81035437857,-24.622244551486
2014-07-31,Malaysia,7.63,3.1675,2.4088397790055,1.5912408759124,-49.763508258487,-22.054142777549,-34.169152824839,-32.411374040692,-2.010078430716,-16.73476784093
2015-01-31,Malaysia,7.63,3.6155,2.1103581800581,1.5929018789144,-55.942417952858,-31.07576726154,-31.997636523972,-33.156324246978,-7.8701122071806,-27.324779444041
2015-07-31,Malaysia,7.65,3.8065,2.009720215421,1.5970772442589,-58.043419302276,-36.00254216754,-33.045574755931,-36.844099646768,-12.068098860907,-29.426055903817
2016-01-31,Malaysia,8.0,4.3925,1.8212862834377,1.6227180527383,-63.057073358262,-41.429571797284,-36.637303364927,-36.642693110669,-21.731163572268,-35.32386002134
2016-07-31,Malaysia,8.0,4.027,1.9865905140303,1.5873015873016,-60.583521547018,-36.158448784384,-37.203180375935,-26.469019535271,-25.093469664432,-30.172561188601
2017-01-31,Malaysia,8.0,4.4715,1.7891088001789,1.5810276679842,-64.642118573539,-42.142916401249,-41.052597920161,-29.424716635773,-27.743608062127,-38.136488573418
2017-07-31,Malaysia,8.6,4.2935,2.0030278327705,1.622641509434,-62.207022023199,-39.091586749548,-40.005573102742,-29.237485465713,-17.264298882044,-32.646432337534
2018-01-31,Malaysia,9.0,3.954,2.2761760242792,1.7045454545455,-56.890605600773,-28.948487381633,-36.601603937606,-27.159853531437,-7.3765224859793,-29.439830236405
2018-07-31,Malaysia,8.45,4.0225,2.1006836544437,1.5335753176044,-61.9,-35.7,-38.8,-29.8,-16.3,-33.2
2019-01-31,Malaysia,9.05,4.1175,2.1979356405586,1.6218637992832,-60.6,-31.9,-33.6,-22.4,-13.3,-29.1
2019-07-31,Malaysia,8.85,4.1425,2.1363910681955,1.5418118466899,-62.8,-39.2,-37.0,-28.0,-18.9,-31.0
2020-01-31,Malaysia,9.5,4.0745,2.33157442630998,1.6754850088183444,-58.879000000000005,-32.9,-31.0,-26.8,-11.5,-26.700000000000003
2020-07-31,Malaysia,9.99,4.2655,2.34204665338178,1.7495621716287189,-58.983,-30.7,-32.1,-22.3,-11.4,-25.900000000000002
2021-01-31,Malaysia,9.99,4.052,2.46544916090819,1.7650176678445202,-56.39999999999999,-27.800000000000004,-35.9,-23.400000000000002,-10.8,-29.5
2021-07-31,Malaysia,9.99,4.2245,2.36477689667416,1.7681415929203517,-58.146,-31.677,-37.427,-32.369,-9.643,-31.419000000000004
2022-01-31,Malaysia,9.99,4.1855,2.38681161151595,1.7194492254733236,-58.919,-34.569,-36.786,-33.769,-5.991,-37.54
